MovieId,Movie Name,WikiUrl,actors,Keywords,TwitterHandles,BuffUrl,ImdbUrl,ReviewsUrl,TimesUrl,QuotesUrl,LyricsUrl,BoxOffice
48,Jigariyaa,https://en.wikipedia.org/wiki/Jigariyaa,Harshvardhan Deo; Cherry Mardia; Virendar Saxena; K.K. Raina; Navni Parihar; Natasha Rastogi; Vineeta Malik; Deepak Chadha; Ketan Singh; Sneha Deori,Jigariyaa,Jigariyaa,http://www.moviebuff.com/jigariyaa,http://www.imdb.com/title/tt4010306/,http://reviewschview.com/jigariyaa/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Jigariyaa/movie-review/44770766.cms,http://www.similarsites.com/site/filmyquotes.com,None,http://www.boxofficeindia.com/Movies/movie_detail/jigariyaa
49,EkkeesTopponKiSalaami,https://en.wikipedia.org/wiki/Ekkees_Toppon_Ki_Salaami,Anupam Kher;Neha Dhupia;Divyendu Sharma;Aditi Sharma,EkkeesTopponKiSalaami; Ekkees Toppon Ki Salaami,EkkeesToppon,http://www.moviebuff.com/ekkees-toppon-ki-salaami,http://www.imdb.com/title/tt3847072/,http://reviewschview.com/ekkees-toppon-ki-salaami/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Ekkees-Toppon-Ki-Salaami/movie-review/44769831.cms,None,None,http://www.boxofficeindia.com/Movies/movie_detail/ekkees_toppon_ki_salaami
50,Tamanchey,https://en.wikipedia.org/wiki/Tamanchey,Nikhil Dwivedi;Richa Chadda,Tamanchey,Tamanchey,http://www.moviebuff.com/tamanchey,http://www.imdb.com/title/tt2317135/,http://reviewschview.com/tamanchey/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Tamanchey/movie-review/44769320.cms,http://www.filmyquotes.com/movies/1067,None,http://www.boxofficeindia.com/Movies/movie_detail/tamanchey
51,MumbaiCanDanceSaala,https://en.wikipedia.org/wiki/Mumbai_Can_Dance_Saala,Ashima Sharma; Rakhi Sawant; Prashant Narayanan; Aditya Pancholi; Shakti Kapoor,MumbaiCanDanceSaala; Mumbai Can Dance Saala,None,http://www.moviebuff.com/mumbai-can-dance-saalaa,http://www.imdb.com/title/tt4355892/,http://reviewschview.com/mumbai-can-dance-saala/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Mumbai-Can-Dance-Saalaa/movie-review/45704548.cms,None,None,http://www.boxofficeindia.com/Movies/movie_detail/nh_10
52,SuperNani,https://en.wikipedia.org/wiki/Super_Nani,Rekha;Sharman Joshi;Randhir Kapoor;Anupam Kher;Shweta Kumar,supernanimovie,supernanimovie,http://www.moviebuff.com/super-nani,http://www.imdb.com/title/tt2630076/,http://reviewschview.com/super-nani/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Super-Nani/movie-review/44990891.cms,http://www.filmyquotes.com/,None,http://boxofficeindia.com/Movies/movie_detail/super_nani#.Vj3Q-HW1Gko
53,ChaarSahibzaade,https://en.wikipedia.org/wiki/Chaar_Sahibzaade,Om Puri; Harman Baweja,ChaarSahibzaade; Chaar Sahibzaade,ChaarSahibzaade,http://www.moviebuff.com/chaar-sahibzaade,http://www.imdb.com/title/tt4168188/,http://reviewschview.com/chaar-sahibzade/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Chaar-Sahibzaade/movie-review/45055529.cms,None,None,http://boxofficeindia.com/Movies/movie_detail/chaar_sahibzaade#.Vj3RAHW1Gko
54,RangRasiya,https://en.wikipedia.org/wiki/Rang_Rasiya,Randeep Hooda;Nandana Sen;Feryna Wazheir;Gaurav Dwivedi,RangRasiya,RangRasiyaFilm,http://www.moviebuff.com/rang-rasiya,http://www.imdb.com/title/tt1239276/,http://reviewschview.com/rang-rasiya/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Rang-Rasiya/movie-review/45045484.cms,http://www.filmyquotes.com/movies/1074,None,http://www.boxofficeindia.com/Movies/movie_detail/rang_rasiya
55,TheShaukeens,https://en.wikipedia.org/wiki/The_Shaukeens,Akshay Kumar;Annu Kapoor;Piyush Mishra;Lisa Haydon;Anupam Kher,TheShaukeens; Shaukeens,TheShaukeens,http://www.moviebuff.com/the-shaukeens,http://www.imdb.com/title/tt3848888/,http://reviewschview.com/shaukeens/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/The-Shaukeens/movie-review/45045861.cms,None,http://www.lyricsmint.com/2014/10/the-shaukeens.html,http://www.boxofficeindia.com/Movies/movie_detail/the_shaukeens
56,KillDil,https://en.wikipedia.org/wiki/Kill_Dil,Govinda;Ranveer Singh;Ali Zafar;Parineeti Chopra;Jass Bhatia,Kill Dil,KillDilFilm,http://www.moviebuff.com/kill-dil,http://www.imdb.com/title/tt3380264/,http://reviewschview.com/kill-dil/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Kill-Dil/movie-review/45122625.cms,http://www.filmyquotes.com/movies/822,http://www.lyricsmint.com/2014/10/kill-dil.html,http://boxofficeindia.com/Movies/movie_detail/kill_dil#.Vj3RB3W1Gko
57,Ungli,https://en.wikipedia.org/wiki/Ungli,Emraan Hashmi;Randeep Hooda;Kangana Ranaut;Neha Dhupia;Angad Bedi;Neil Bhoopalam;Sanjay Dutt,Ungli,UngliTheFilm,http://www.moviebuff.com/ungli,http://www.imdb.com/title/tt2392447/,http://reviewschview.com/ungli/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Ungli/movie-review/45281961.cms,http://www.filmyquotes.com/movies/854,http://www.lyricsmint.com/2014/11/ungli.html,http://www.boxofficeindia.com/Movies/movie_detail/ungli
58,ActionJackson,https://en.wikipedia.org/wiki/Action_Jackson_(2014_film),Ajay Devgn;Sonakshi Sinha;Yami Gautam;Kunaal Roy Kapur;Manasvi Mamgai;Anandaraj,ActionJackson; Action Jackson,AJTheMovie,http://www.moviebuff.com/action-jackson,http://www.imdb.com/title/tt0403935/,http://reviewschview.com/action-jackson/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Action-Jackson/movie-review/45358712.cms,http://www.filmyquotes.com/movies/900,http://www.lyricsmint.com/2014/11/action-jackson.html,http://www.boxofficeindia.com/Movies/movie_detail/action_jackson
59,PK,https://en.wikipedia.org/wiki/PK_(film),Aamir Khan;Anushka Sharma;Sushant Singh Rajput;Boman Irani;Saurabh Shukla;Sanjay Dutt,"PK""; pk review",PKTheFilm,http://www.moviebuff.com/pk,http://www.imdb.com/title/tt2338151/,http://reviewschview.com/pk/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/PK/movie-review/45559270.cms,http://www.filmyquotes.com/movies/1000,http://www.lyricsmint.com/2014/11/pk.html,http://boxofficeindia.com/Movies/movie_detail/pk#.Vj3REnW1Gko
60,MumbaiCanDanceSaala,https://en.wikipedia.org/wiki/Mumbai_Can_Dance_Saala,Rakhi Sawant;Prashant Narayanan;Aditya Pancholi;Shakti Kapoor,MumbaiCanDanceSaala; Mumbai Can Dance Saala,None,http://www.moviebuff.com/mumbai-can-dance-saalaa,http://www.imdb.com/title/tt4355892/,http://reviewschview.com/mumbai-can-dance-saala/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Mumbai-Can-Dance-Saalaa/movie-review/45704548.cms,None,None,http://www.boxofficeindia.com/Movies/movie_detail/nh_10
61,Tevar,https://en.wikipedia.org/wiki/Tevar,Arjun Kapoor;Sonakshi Sinha;Manoj Bajpayee,Tevar,TevarMovie,http://www.moviebuff.com/tevar,http://www.imdb.com/title/tt3398048/,http://reviewschview.com/tevar/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Tevar/movie-review/45807360.cms,http://www.filmyquotes.com/movies/924,http://www.lyricsmint.com/2014/12/tevar.html,http://boxofficeindia.com/Movies/movie_detail/tevar
62,CrazyCukkadFamily,https://en.wikipedia.org/wiki/Crazy_Cukkad_Family,Swanand Kirkire;Shilpa Shukla;Nora Fatehi;Kiran Karmarkar;Kushal Punjabi;Jugnu Ishiqui,CrazyCukkadFamily; Crazy Cukkad Family,CrazyCukkad,http://www.moviebuff.com/crazy-cukkad-family,http://www.imdb.com/title/tt4094820/,http://reviewschview.com/crazy-cukkad-family/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Crazy-Cukkad-Family/movie-review/45911378.cms,None,None,http://boxofficeindia.com/Movies/movie_detail/crazy_kukkad_family
63,SharafatGayiTelLene,https://en.wikipedia.org/wiki/Sharafat_Gayi_Tel_Lene,Zayed Khan;Rannvijay Singh;Tena Desae,SharafatGayiTelLene; Sharafat Gayi Tel Lene,SGTLtheFilm,http://www.moviebuff.com/sharafat-gayi-tel-lene,http://www.imdb.com/title/tt4373886/,http://reviewschview.com/sharafat-gayi-tel-lene/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Sharafat-Gayi-Tel-Lene/movie-review/45912945.cms,http://www.filmyquotes.com/movies/1060,None,http://www.boxofficeindia.com/Movies/movie_detail/sharafat_gayi_tel_lene
64,DollyKiDoli,https://en.wikipedia.org/wiki/Dolly_Ki_Doli,Sonam Kapoor;Rajkummar Rao;Pulkit Samrat;Varun Sharma,Dolly Ki Doli; DollyKiDoli,DKDTheMovie,http://www.moviebuff.com/dolly-ki-doli,http://www.imdb.com/title/tt4332114/,http://reviewschview.com/dolly-ki-doli/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Dolly-Ki-Doli/movie-review/45978356.cms,http://www.filmyquotes.com/movies/1262,http://www.lyricsmint.com/2015/01/dolly-ki-doli.html,http://www.boxofficeindia.com/Movies/movie_detail/dolly_ki_doli
65,Hawaizaada,https://en.wikipedia.org/wiki/Hawaizaada,Ayushmann Khurrana;Mithun Chakraborty;Pallavi Sharda,Hawaizaada,Hawaizaadafilm,http://www.moviebuff.com/hawaizaada,http://www.imdb.com/title/tt4338154/,http://reviewschview.com/hawaizaada/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Hawaizaada/movie-review/46066072.cms,http://www.filmyquotes.com/movies/1057,None,http://boxofficeindia.com/Movies/movie_detail/hawaizaada#.Vj3RGnW1Gko
66,Khamoshiyan,https://en.wikipedia.org/wiki/Khamoshiyan,Gurmeet Choudhary;Ali Fazal;Sapna Pabbi,khamoshiyan,khamoshiyanSHS,http://www.moviebuff.com/khamoshiyan,http://www.imdb.com/title/tt3886444/,http://reviewschview.com/khamoshiyan/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Khamoshiyan/movie-review/46068256.cms,http://www.filmyquotes.com/movies/1005,http://www.lyricsmint.com/2014/12/khamoshiyan.html,http://boxofficeindia.com/Movies/movie_detail/khamoshiyan
67,Shamitabh,https://en.wikipedia.org/wiki/Shamitabh,Dhanush;Amitabh Bachchan;Akshara Haasan,Shamitabh,ShamitabhMovie,http://www.moviebuff.com/shamitabh,http://www.imdb.com/title/tt3836958/,http://reviewschview.com/shamitabh/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Shamitabh/movie-review/46140842.cms,http://www.filmyquotes.com/movies/1041,None,http://www.boxofficeindia.com/Movies/movie_detail/shamitabh
68,Badlapur,https://en.wikipedia.org/wiki/Badlapur_(film),Varun Dhawan;Nawazuddin Siddiqui;Huma Qureshi;Yami Gautam;Divya Dutta,Badlapur,Badlapur_Movie,http://www.moviebuff.com/badlapur,http://www.imdb.com/title/tt3678782/,http://reviewschview.com/badlapur/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Badlapur/movie-review/46296855.cms,http://www.filmyquotes.com/movies/1114,http://www.lyricsmint.com/2015/01/badlapur.html,http://boxofficeindia.com/Movies/movie_detail/badlapur
69,AbTakChhappan2,https://en.wikipedia.org/wiki/Ab_Tak_Chhappan_2,Nana Patekar;Ashutosh Rana;Vikram Gokhale;Gul Panag,AbTakChhappan2; Ab Tak Chhappan,None,http://www.moviebuff.com/ab-tak-chhappan-2-hindi,http://www.imdb.com/title/tt2202086/,http://reviewschview.com/ab-tak-chhappan-2/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Ab-Tak-Chhappan-2/movie-review/46393255.cms,http://www.filmyquotes.com/movies/1122,None,http://boxofficeindia.com/Movies/movie_detail/ab_tak_chappan_2
70,DumLagaKeHaisha,https://en.wikipedia.org/wiki/Dum_Laga_Ke_Haisha,Ayushmann Khurana; Bhumi Pednekar,Dum Laga Ke Haisha; DumLagaKeHaisha,DumLagaKeHaisha,http://www.moviebuff.com/dum-laga-ke-haisha,http://www.imdb.com/title/tt3495030/,http://reviewschview.com/dum-laga-ke-haisha/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Dum-Laga-Ke-Haisha/movie-review/46396381.cms,None,http://www.lyricsmint.com/2015/02/dum-laga-ke-haisha.html,http://boxofficeindia.com/Movies/movie_detail/dum_laga_ke_haisha
71,Badmashiyaan,https://en.wikipedia.org/wiki/Badmashiyaan,Suzanna Mukherjee;Sidhant Gupta;Sharib Hashmi;Karan Mehra;Gunjan Malhotra,Badmashiyaan,Badmashiyaan,http://www.moviebuff.com/fun-never-ends-badmashiyaan,http://www.imdb.com/title/tt4511416/,http://reviewschview.com/badmashiyaan/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Badmashiyaan/movie-review/46452443.cms,http://www.filmyquotes.com/movies/1205,None,http://boxofficeindia.com/Movies/movie_detail/badmaashiyan#.Vj3RInW1Gko
72,DirtyPolitics,https://en.wikipedia.org/wiki/Dirty_Politics_(film),Naseeruddin Shah;Mallika Sherawat;Jackie Shroff;Ashutosh Rana;Anupam Kher;Om Puri,DirtyPolitics review; Dirty Politics review,DPTheMovie,http://www.moviebuff.com/dirty-politics,http://www.imdb.com/title/tt4501576/,http://reviewschview.com/dirty-politics/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Dirty-Politics/movie-review/46478114.cms,http://www.filmyquotes.com/movies/1196,None,http://boxofficeindia.com/Movies/movie_detail/dirty_politics
73,NH10,https://en.wikipedia.org/wiki/NH10,Neil Bhoopalam; Anushka Sharma,nh10,nh10themovie,http://www.moviebuff.com/nh-10,http://www.imdb.com/title/tt3742284/,http://reviewschview.com/nh10/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/NH10/movie-review/46549775.cms,None,None,http://boxofficeindia.com/Movies/movie_detail/nh_10#.Vj3RK3W1Gko
74,DilliwaliZaalimGirlfriend,https://en.wikipedia.org/wiki/Dilliwali_Zaalim_Girlfriend,Divyendu Sharma;Jackie Shroff;Prachi Mishra;Pradhuman Singh,DilliwaliZaalimGirlfriend; Dilli wali Zaalim Girlfriend,None,http://www.moviebuff.com/dilliwaali-zaalim-girlfriend,http://www.imdb.com/title/tt2800452/,http://reviewschview.com/dilliwaali-zaalim-girlfriend/,http://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/Dilliwaali-Zaalim-Girlfriend-piques-B-town-curiosity/articleshow/46620977.cms,None,http://www.lyricsmint.com/2015/03/dilliwaali-zaalim-girlfriend.html,http://boxofficeindia.com/Movies/movie_detail/dilliwali_zaalim_girlfriend#.Vj3ROHW1Gko
75,Hunterrr,https://en.wikipedia.org/wiki/Hunterrr,Gulshan Devaiah;Radhika Apte;Sai Tamhankar,Hunterrr,HunterrrPonkshe,http://www.moviebuff.com/hunterrr,http://www.imdb.com/title/tt4333674/,http://reviewschview.com/hunterrr/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Hunterrr/movie-review/46633685.cms,http://www.filmyquotes.com/movies/1113,None,http://www.boxofficeindia.com/Movies/movie_detail/hunterrr
76,DetectiveByomkeshBakshy,https://en.wikipedia.org/wiki/Detective_Byomkesh_Bakshy!,Sushant Singh Rajput;Anand Tiwari;Swastika Mukherjee,DetectiveByomkeshBakshy; Detective Byomkesh Bakshy,byomkeshbakshy,http://www.moviebuff.com/detective-byomkesh-bakshy,http://www.imdb.com/title/tt3447364/,http://reviewschview.com/detective-byomkesh-bakshy/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Detective-Byomkesh-Bakshy/movie-review/46781565.cms,None,None,http://boxofficeindia.com/Movies/movie_detail/detective_byomkesh_bakshy#.Vj3RQnW1Gko
77,PaisaHoPaisa,https://en.wikipedia.org/wiki/Paisa_Ho_Paisa,Madalasa Sharma;Kanishka Soni,PaisaHoPaisa; Paisa Ho Paisa,None,http://www.moviebuff.com/paisa-ho-paisa-2015-hindi,http://www.imdb.com/title/tt4553900/,http://reviewschview.com/paisa-ho-paisa/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Paisa-Ho-Paisa/movie-review/46796753.cms,None,None,http://www.boxofficeindia.com/Movies/movie_detail/paisa_ho_paisa
78,DharamSankatMein,https://en.wikipedia.org/wiki/Dharam_Sankat_Mein,Paresh Rawal;Naseeruddin Shah;Annu Kapoor,DharamSankatMein; Dharam Sankat Mein,DharamSankat,http://www.moviebuff.com/dharam-sankat-mein,http://www.imdb.com/title/tt4354740/,http://reviewschview.com/dharam-sankat-mein/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Dharam-Sankat-Mein/movie-review/46872665.cms,None,None,http://boxofficeindia.com/Movies/movie_detail/dharam_sankat_mein
79,EkPaheliLeela,https://en.wikipedia.org/wiki/Ek_Paheli_Leela,Sunny Leone;Jay Bhanushali;Rajneesh Duggal;Rahul Dev;Mohit Ahlawat,EkPaheliLeelal; Ek Paheli Leela,LeelaFilm,http://www.moviebuff.com/ek-paheli-leela,http://www.imdb.com/title/tt4500734/,http://reviewschview.com/ek-paheli-leela/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Ek-Paheli-Leela/movie-review/46877692.cms,http://www.filmyquotes.com/movies/1115,http://www.lyricsmint.com/2015/03/ek-paheli-leela.html,http://www.boxofficeindia.com/Movies/movie_detail/ek_paheli_leela
80,MargaritawithaStraw,https://en.wikipedia.org/wiki/Margarita_with_a_Straw,Kalki Koechlin;Revathi,MargaritawithaStraw; Margarita with a Straw,MWASOfficial,http://www.moviebuff.com/margarita-with-a-straw,http://www.imdb.com/title/tt2929690/,http://reviewschview.com/margarita-with-a-straw/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Margarita-with-a-Straw/movie-review/46941641.cms,None,None,http://boxofficeindia.com/Movies/movie_detail/margarita_with_a_straw#.Vj3RS3W1Gko
81,Mr.X,https://en.wikipedia.org/wiki/Mr._X_(film),Emraan Hashmi;Amyra Dastur;Arunoday Singh;Tanmay Bhat,Mr.X review,None,http://www.moviebuff.com/mr-x-2015-hindi,http://www.imdb.com/title/tt3848938/,http://reviewschview.com/mr-x/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Mr-X/movie-review/46957344.cms,http://www.filmyquotes.com/movies/1255,http://www.lyricsmint.com/2015/03/mr-x.html,http://boxofficeindia.com/Movies/movie_detail/mr_x
82,NH-8RoadtoNidhivan,https://en.wikipedia.org/wiki/NH-8_Road_to_Nidhivan,Auroshikha Dey; Ravneet Kaur; Satyakaam Anand; Arjun Fauzdar; Swaroopa Ghosh,NH-8RoadtoNidhivan; NH-8 Road to Nidhivan,None,http://www.moviebuff.com/nh-8-road-to-nidhivan-2015-hindi,http://www.imdb.com/title/tt3742284/,http://reviewschview.com/nh-8-road-to-nidhivan/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/NH-8-Road-to-Nidhivan/movie-review/46959710.cms,None,None,http://www.boxofficeindia.com/Movies/movie_detail/nh_8__road_to_nidhivan
83,IshqKeParindey,https://en.wikipedia.org/wiki/Ishq_Ke_Parindey,Rishi Verma; Priyanka Mehta; Manjul Aazad; Abid Yunus Khan; Yasir Iftikhar Khan,Ishqkeparindey; Ishq ke parindey,Ishqkeparindey,http://www.moviebuff.com/ishq-ke-parindey,http://www.imdb.com/title/tt4581722/,http://reviewschview.com/ishq-ke-parindey/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Ishq-Ke-Parindey/movie-review/47041637.cms,None,None,http://www.boxofficeindia.com/Movies/movie_detail/ishq_ke_parindey
84,KaagazKeFools,https://en.wikipedia.org/wiki/Kaagaz_Ke_Fools,Vinay Pathak;Mugdha Godse;Raima Sen;Saurabh Shukla;Rajendra Sethi;Amit Behl;Nishikant Dixit,KaagazKeFools; Kaagaz Ke Fools,None,http://www.moviebuff.com/kaagaz-ke-fools,http://www.imdb.com/title/tt2962230/,http://reviewschview.com/kaagaz-ke-fools/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Kaagaz-Ke-Fools/movie-review/47039602.cms,None,None,http://boxofficeindia.com/Movies/movie_detail/kaagaz_ke_fools
85,GabbarisBack,https://en.wikipedia.org/wiki/Gabbar_is_Back,Akshay Kumar;Shruti Haasan;Suman Talwar;Jaideep Ahlawat;Sunil Grover,GabbarIsBack; Gabbar Is Back,thegabbarisback,http://www.moviebuff.com/gabbar-is-back,http://www.imdb.com/title/tt2424988/,http://reviewschview.com/gabbar-is-back/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Gabbar-Is-Back/movie-review/47117684.cms,http://www.filmyquotes.com/movies/1238,http://www.lyricsmint.com/2015/04/gabbar-is-back.html,http://boxofficeindia.com/Movies/movie_detail/gabbar_is_back#.Vj3RU3W1Gko
86,KuchKuchLochaHai,https://en.wikipedia.org/wiki/Kuch_Kuch_Locha_Hai,Sunny Leone;Ram Kapoor;Evelyn Sharma;Navdeep Chhabra;Suchita Trivedi,KuchKuchLochaHai; Kuch Kuch Locha Hai,KKLHtheFilm,http://www.moviebuff.com/kuch-kuch-locha-hai,http://www.imdb.com/title/tt4272420/,http://reviewschview.com/kuch-kuch-locha-hai/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Kuch-Kuch-Locha-Hai/movie-review/47204625.cms,http://www.filmyquotes.com/movies/1422,http://www.lyricsmint.com/2015/04/kuch-kuch-locha-hai.html,http://www.boxofficeindia.com/Movies/movie_detail/kuch_kuch_kocha_hai
87,Piku,https://en.wikipedia.org/wiki/Piku,Amitabh Bachchan;Deepika Padukone;Irrfan Khan;Jisshu Sengupta,Piku,PikuTheFilm,http://www.moviebuff.com/piku,http://www.imdb.com/title/tt3767372/,http://reviewschview.com/piku/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Piku/movie-review/47196766.cms,http://www.filmyquotes.com/movies/1421,http://www.lyricsmint.com/2015/04/piku.html,http://www.boxofficeindia.com/Movies/movie_detail/piku
88,BombayVelvet,https://en.wikipedia.org/wiki/Bombay_Velvet,Ranbir Kapoor;Anushka Sharma;Karan Johar,BombayVelvet; Bombay Velvet,TheBombayVelvet,http://www.moviebuff.com/bombay-velvet,http://www.imdb.com/title/tt2979920/,http://reviewschview.com/bombay-velvet/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Bombay-Velvet/movie-review/47294623.cms,http://www.filmyquotes.com/movies/1208,None,http://boxofficeindia.com/Movies/movie_detail/bombay_velvet
89,TanuWedsManuReturns,https://en.wikipedia.org/wiki/Tanu_Weds_Manu_Returns,R. Madhavan;Kangana Ranaut;Jimmy Shergill;Swara Bhaskar;Deepak Dobriyal,TanuWedsManuReturns; Tanu Weds Manu Returns; TanuWedsManu,None,http://www.moviebuff.com/tanu-weds-manu-returns,http://www.imdb.com/title/tt2140465/,http://reviewschview.com/tanu-weds-manu-returns/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Tanu-Weds-Manu-Returns/movie-review/47379910.cms,http://www.filmyquotes.com/movies/1295,http://www.lyricsmint.com/2015/04/tanu-weds-manu-returns.html,http://www.boxofficeindia.com/Movies/movie_detail/tanu_weds_manu_returns
90,ILoveDesi,https://en.wikipedia.org/wiki/I_Love_Desi,Gulshan Grover;Mannat Singh;Shakti Anand,ILoveDesi; I Love Desi,ilovedesimovie,http://www.moviebuff.com/i-love-desi,http://www.imdb.com/title/tt4718678/,http://reviewschview.com/desi-kattey/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Desi-Kattey/movie-review/43531175.cms,http://www.filmyquotes.com/movies/590,None,http://www.boxofficeindia.com/Movies/movie_detail/i_love_desi
91,Ishqedarriyaan,https://en.wikipedia.org/wiki/Ishqedarriyaan,Mahaakshay Chakraborty;Evelyn Sharma,ishqedarriyaan,ishqedarriyaan,http://www.moviebuff.com/ishqedarriyaan,http://www.imdb.com/title/tt4610308/,http://reviewschview.com/ishqedarriyaan/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Ishqedarriyaan/movie-review/47472745.cms,None,http://www.lyricsmint.com/2015/04/ishqedarriyaan.html,http://boxofficeindia.com/Movies/movie_detail/ishqedarriyan
92,PSePMTak,https://en.wikipedia.org/wiki/P_Se_PM_Tak,Meenakshi Dixit;Indrajeet Soni;Bharat Jadhav;Yashpal Sharma;Vedish;Aanjjan Srivastav;Aakash Pandey;Deepak Shirke;Akhilendra Mishra;Mushtaq Khan;Prerna Wanvari;Upasana Singh;Virendra Saxena;Pandharinath Kamble;Aanand Kale,PSePMTak; P Se PM Tak,None,http://www.moviebuff.com/p-se-pm-tak,http://www.imdb.com/title/tt3255586/,http://reviewschview.com/p-se-pm-tak/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/P-Se-PM-Tak/movie-review/47473032.cms,None,None,http://www.boxofficeindia.com/Movies/movie_detail/p_se_pm_tak
93,WelcometoKarachi,https://en.wikipedia.org/wiki/Welcome_to_Karachi,Arshad Warsi;Jackky Bhagnani;Lauren Gottlieb,WelcometoKarachi; Welcome to Karachi,WTKOfficial,http://www.moviebuff.com/welcome-2-karachi,http://www.imdb.com/title/tt4023852/,http://reviewschview.com/welcome-2-karachi/,http://timesofindia.indiatimes.com/entertainment/hindi/movie-reviews/Welcome-2-Karachi/movie-review/47468185.cms,None,http://www.lyricsmint.com/2015/05/welcome-to-karachi.html,None
